,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
2004-06-24,0.0,0.0,0.0,0.0,0.0,20.75,251.92,0.6
2004-06-25,0.0,0.0,0.0,0.0,0.0,20.4,251.91,0.6
2004-06-26,0.0,0.0,0.0,0.0,0.0,20.4,251.9,0.6
2004-06-27,0.0,0.0,0.0,0.0,0.0,22.65,251.89,0.6
2004-06-28,0.0,0.0,0.0,0.0,0.0,24.45,251.88,0.6
2004-06-29,0.0,0.0,0.0,0.0,0.0,24.1,251.87,0.6
2004-06-30,0.0,0.0,0.0,0.0,0.0,24.7,251.86,0.6
2004-07-01,0.0,0.0,0.0,0.0,0.0,24.45,251.85,0.6
2004-07-02,0.0,0.0,0.0,0.0,0.0,23.5,251.84,0.6
2004-07-03,0.0,0.0,0.0,0.0,0.0,21.15,251.83,0.6
2004-07-04,0.0,0.0,0.0,0.0,0.0,21.65,251.81,0.6
2004-07-05,0.0,0.0,0.0,0.0,0.0,21.95,251.8,0.6
2004-07-06,0.0,0.0,0.0,0.0,0.0,23.0,251.78,1.0
2004-07-07,0.0,0.0,0.0,0.0,0.0,24.65,251.75,1.0
2004-07-08,0.0,0.0,0.0,0.0,0.0,25.2,251.73,1.0
2004-07-09,0.0,0.0,0.0,0.0,0.0,25.9,251.7,1.5
2004-07-10,0.0,0.0,0.0,0.0,0.0,20.0,251.67,1.5
2004-07-11,0.0,0.0,0.0,0.0,0.0,19.0,251.64,1.5
2004-07-12,0.0,0.0,0.0,0.0,0.0,18.55,251.61,2.0
2004-07-13,0.0,0.2,0.0,0.0,0.0,15.75,251.57,2.0
2004-07-14,0.0,0.0,0.0,0.0,0.0,21.15,251.54,2.0
2004-07-15,0.0,0.0,0.0,0.0,0.0,20.9,251.5,2.0
2004-07-16,0.0,0.0,0.0,0.0,0.0,20.85,251.46,2.0
2004-07-17,0.0,0.0,0.0,0.0,0.0,22.35,251.41,2.0
2004-07-18,0.0,0.0,0.0,0.0,0.0,23.65,251.37,2.0
2004-07-19,0.0,0.0,0.0,0.0,0.0,24.25,251.34,2.5
2004-07-20,0.0,0.0,0.0,0.0,0.0,25.2,251.3,2.5
2004-07-21,0.0,0.0,0.0,0.0,0.0,25.25,251.25,2.5
2004-07-22,0.0,0.0,0.0,0.0,0.0,26.05,251.2,2.5
2004-07-23,0.0,0.0,0.0,0.0,0.0,26.9,251.16,2.5
2004-07-24,0.0,0.0,0.0,0.0,0.0,26.1,251.11,2.5
2004-07-25,13.6,12.0,21.0,9.2,10.2,23.6,251.07,2.5
2004-07-26,0.0,0.0,0.0,0.0,0.0,22.8,251.03,2.5
2004-07-27,0.0,0.2,0.0,0.0,0.0,23.75,250.98,2.5
2004-07-28,0.0,0.0,0.0,0.0,0.0,21.5,250.93,2.5
2004-07-29,0.0,0.0,0.0,0.0,0.0,21.1,250.88,2.5
2004-07-30,0.0,0.0,0.0,0.0,0.0,22.6,250.84,3.0
2004-07-31,0.0,0.0,0.0,0.0,0.0,24.15,250.77,3.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,24.7,250.71,3.0
2004-08-02,0.0,0.0,0.0,0.0,0.0,25.75,250.67,3.0
2004-08-03,0.0,0.0,0.0,0.0,0.0,24.25,250.61,3.0
2004-08-04,9.6,16.0,1.6,7.0,15.8,24.4,250.55,3.0
2004-08-05,3.4,2.6,2.0,5.2,9.6,23.3,250.5,3.0
2004-08-06,7.6,5.6,6.6,4.4,2.2,22.5,250.45,2.5
2004-08-07,0.0,0.2,0.0,0.0,0.0,22.7,250.4,2.5
2004-08-08,0.8,1.0,1.2,1.0,1.0,23.65,250.34,2.5
2004-08-09,0.0,0.0,0.0,0.0,0.0,22.55,250.3,2.5
2004-08-10,0.0,0.0,0.0,0.0,0.0,23.9,250.26,2.5
2004-08-11,0.0,0.0,0.0,0.0,0.0,26.2,250.22,2.5
2004-08-12,0.0,0.0,0.0,0.0,0.0,25.65,250.16,2.5
2004-08-13,0.2,2.6,0.0,0.0,0.0,25.15,250.11,2.5
2004-08-14,0.0,0.0,0.0,0.0,0.0,22.95,250.06,2.5
2004-08-15,0.0,0.0,0.0,0.0,0.0,23.4,250.01,2.5
2004-08-16,0.0,0.0,0.0,0.0,0.0,23.5,249.96,3.0
2004-08-17,0.0,0.0,0.0,0.0,0.0,24.15,249.91,3.0
2004-08-18,0.0,0.0,0.0,0.0,0.0,25.0,249.86,3.0
2004-08-19,0.0,0.0,0.0,0.0,0.0,25.75,249.8,3.0
2004-08-20,0.0,0.0,0.0,0.0,0.0,26.2,249.74,3.0
2004-08-21,0.4,0.8,0.6,0.6,2.0,23.7,249.68,3.0
2004-08-22,0.0,0.0,0.0,0.0,0.0,19.2,249.62,3.5
2004-08-23,0.0,0.0,0.0,0.0,0.0,21.85,249.55,3.5
2004-08-24,0.0,0.0,0.0,0.0,0.0,22.25,249.49,3.5
2004-08-25,0.0,0.0,0.0,0.0,0.0,23.7,249.42,3.5
2004-08-26,0.0,0.0,0.4,2.2,1.0,22.85,249.35,3.5
2004-08-27,0.0,0.4,0.0,0.0,0.0,18.85,249.28,3.5
2004-08-28,0.0,0.0,0.0,0.0,0.0,20.75,249.21,3.5
2004-08-29,0.0,0.0,0.0,0.0,0.0,21.75,249.14,3.5
2004-08-30,0.0,0.0,0.0,0.0,0.0,21.8,249.07,3.5
2004-08-31,0.0,0.0,0.0,0.0,0.0,21.35,249.0,3.2
2004-09-01,0.0,0.0,0.0,0.0,0.0,20.75,248.94,3.2
2004-09-02,0.0,0.0,0.0,0.0,0.0,22.35,248.88,3.2
2004-09-03,0.0,0.0,0.0,0.0,0.0,23.45,248.81,3.5
2004-09-04,0.0,0.0,0.0,0.0,0.0,24.6,248.74,3.5
2004-09-05,0.0,0.0,0.0,0.0,0.0,27.0,248.67,3.5
2004-09-06,0.0,0.0,0.0,0.0,0.0,23.65,248.6,3.5
2004-09-07,0.0,0.0,0.0,0.0,0.0,21.7,248.53,3.5
2004-09-08,0.0,0.0,0.0,0.0,0.0,21.7,248.46,3.5
2004-09-09,0.0,0.0,0.0,0.0,0.0,21.85,248.39,3.5
2004-09-10,0.0,0.0,0.0,0.0,0.0,23.4,248.32,3.5
2004-09-11,0.0,0.0,0.0,0.0,0.0,20.8,248.25,3.5
2004-09-12,0.0,1.6,0.2,0.2,0.0,21.8,248.18,3.5
2004-09-13,0.0,0.0,0.0,0.0,0.0,19.85,248.11,3.5
2004-09-14,24.0,20.2,37.2,32.8,38.2,21.65,248.04,3.5
2004-09-15,0.0,0.2,0.0,0.0,0.2,21.2,248.04,2.5
2004-09-16,5.4,5.2,3.8,6.0,7.2,18.7,247.99,2.5
2004-09-17,0.0,0.0,0.0,0.0,0.0,17.1,247.97,1.5
2004-09-18,0.0,0.0,0.0,0.0,0.0,17.25,247.93,1.5
2004-09-19,0.0,0.0,0.0,0.0,0.0,18.2,247.89,1.5
2004-09-20,0.0,0.0,0.0,0.0,0.0,20.3,247.86,3.5
2004-09-21,0.2,0.0,0.2,0.0,0.0,20.6,247.8,3.5
2004-09-22,0.0,0.0,0.0,0.0,0.0,19.35,247.74,3.0
2004-09-23,0.0,0.0,0.0,0.0,0.0,20.55,247.68,3.0
2004-09-24,21.6,23.4,22.2,29.0,20.0,20.0,247.62,3.0
2004-09-25,0.2,0.0,0.0,0.0,0.0,15.35,247.6,2.0
2004-09-26,0.0,0.0,0.2,0.0,0.0,15.0,247.55,2.5
2004-09-27,0.0,0.0,0.0,0.0,0.0,15.75,247.5,2.5
2004-09-28,0.0,0.0,0.0,0.0,0.0,14.5,247.44,2.5
2004-09-29,0.0,0.0,0.0,0.0,0.0,16.1,247.39,3.0
2004-09-30,0.0,0.0,0.0,0.0,0.0,16.9,247.32,3.0
2004-10-01,2.4,0.8,3.2,2.0,4.8,17.3,247.28,3.0
2004-10-02,0.0,0.0,0.0,0.0,0.0,18.0,247.22,3.0
2004-10-03,0.0,0.6,0.0,0.2,0.0,18.0,247.16,3.0
2004-10-04,0.2,0.4,0.2,0.0,0.2,17.05,247.09,3.0
2004-10-05,0.0,0.0,0.0,0.0,0.0,18.35,247.03,3.0
2004-10-06,0.2,0.0,0.0,0.0,0.0,18.75,246.98,3.0
2004-10-07,0.0,0.0,0.0,0.0,0.0,19.05,246.91,3.0
2004-10-08,0.0,0.0,0.0,0.0,0.0,18.4,246.88,1.0
2004-10-09,0.0,0.0,0.0,0.0,0.0,19.35,246.83,3.0
2004-10-10,13.6,13.8,3.4,11.6,17.8,20.8,246.77,3.0
2004-10-11,4.2,7.2,2.8,2.6,3.8,16.65,246.72,1.5
2004-10-12,0.0,1.0,0.4,2.2,0.6,14.15,246.69,1.5
2004-10-13,0.0,0.0,0.0,0.0,0.0,11.6,246.66,1.5
2004-10-14,11.2,28.8,2.4,14.0,14.6,11.55,246.63,1.5
2004-10-15,8.6,8.8,4.8,13.4,14.4,13.3,246.63,1.5
2004-10-16,18.2,29.6,7.0,23.0,18.0,13.65,246.61,1.0
2004-10-17,5.2,7.6,4.8,13.0,4.2,12.6,246.65,1.0
2004-10-18,0.0,0.2,0.4,0.2,0.0,13.65,246.66,0.6
2004-10-19,0.0,11.6,1.4,0.2,0.2,13.55,246.65,0.6
2004-10-20,0.6,4.2,0.6,0.4,0.0,15.3,246.65,0.6
2004-10-21,0.2,3.6,0.8,0.2,0.2,18.2,246.65,0.6
2004-10-22,0.0,0.0,0.0,0.2,0.0,18.6,246.64,0.6
2004-10-23,0.0,0.0,0.2,0.0,0.0,17.95,246.64,0.6
2004-10-24,0.0,0.2,0.0,0.0,0.0,17.8,246.63,0.6
2004-10-25,0.4,0.4,0.4,0.2,0.2,16.3,246.61,0.6
2004-10-26,2.0,7.4,1.0,1.0,3.0,13.8,246.6,0.6
2004-10-27,1.0,2.6,2.4,0.6,1.4,16.1,246.59,0.6
2004-10-28,1.4,6.0,0.8,4.0,3.8,13.8,246.58,0.6
2004-10-29,23.8,22.2,7.6,27.6,29.4,14.85,246.59,0.6
2004-10-30,2.2,1.8,1.6,1.4,2.0,15.75,246.65,0.6
2004-10-31,22.2,46.2,5.8,28.4,21.4,16.0,246.75,0.6
2004-11-01,7.0,5.0,2.8,16.4,21.4,16.75,246.86,0.6
2004-11-02,0.2,0.0,0.0,0.0,0.0,17.35,247.01,0.6
2004-11-03,0.2,0.0,0.0,0.0,0.0,18.3,247.03,0.6
2004-11-04,0.2,0.0,0.8,0.2,0.0,17.75,247.04,0.6
2004-11-05,0.2,0.0,0.0,0.0,0.0,18.2,247.04,0.6
2004-11-06,0.2,2.4,0.8,0.2,0.8,17.0,247.04,0.6
2004-11-07,2.6,0.8,3.4,2.6,1.2,13.8,247.03,0.6
2004-11-08,0.0,0.2,0.6,0.2,0.2,10.15,247.02,0.6
2004-11-09,20.4,21.2,15.6,21.4,17.0,4.45,247.01,0.6
2004-11-10,10.0,11.8,9.4,10.0,17.0,4.15,247.05,0.6
2004-11-11,13.6,16.0,9.2,16.4,15.8,4.65,247.14,0.6
2004-11-12,0.4,0.6,0.4,0.8,1.2,8.45,247.25,0.6
2004-11-13,0.0,0.6,1.6,0.0,0.0,11.65,247.3,0.6
2004-11-14,2.0,5.8,6.4,2.2,0.4,11.55,247.32,0.6
2004-11-15,0.0,0.0,0.0,0.0,0.0,5.9,247.33,0.6
2004-11-16,0.0,0.0,0.0,0.0,0.0,8.3,247.34,0.6
2004-11-17,0.2,0.0,0.0,0.0,0.0,9.45,247.34,0.6
2004-11-18,0.0,0.0,0.0,0.0,0.0,9.75,247.34,0.6
2004-11-19,0.0,0.0,0.0,0.4,0.4,10.15,247.34,0.6
2004-11-20,0.0,0.0,0.0,0.0,0.0,8.9,247.32,0.6
2004-11-21,0.0,0.0,0.0,0.0,0.0,4.55,247.31,0.6
2004-11-22,0.8,0.4,0.8,0.8,1.2,5.2,247.31,0.6
2004-11-23,0.0,0.4,0.0,0.4,0.2,4.45,247.31,0.6
2004-11-24,0.2,0.2,0.4,0.2,0.2,7.95,247.31,0.6
2004-11-25,0.4,0.0,0.0,0.0,0.0,8.4,247.3,0.6
2004-11-26,2.0,1.2,1.8,1.8,3.6,9.0,247.3,0.6
2004-11-27,7.0,4.8,6.2,8.4,10.6,8.75,247.3,0.6
2004-11-28,0.2,0.4,0.2,0.0,0.4,7.1,247.3,0.6
2004-11-29,4.6,5.4,1.6,2.8,2.8,5.9,247.3,0.6
2004-11-30,16.0,24.8,17.6,14.0,16.6,10.2,247.33,0.6
2004-12-01,18.6,21.2,15.6,20.4,17.8,7.9,247.38,0.6
2004-12-02,1.2,12.6,2.0,1.6,0.8,7.8,247.55,0.6
2004-12-03,14.6,16.2,14.2,14.4,17.4,11.15,247.74,0.6
2004-12-04,31.6,44.4,24.2,34.6,35.8,11.1,247.88,0.6
2004-12-05,14.2,12.4,10.8,12.4,12.8,8.85,248.34,0.6
2004-12-06,1.6,4.2,1.4,0.8,1.8,8.9,248.59,0.6
2004-12-07,0.2,0.0,0.0,0.0,0.2,12.15,248.71,0.6
2004-12-08,1.6,2.6,0.6,2.4,3.2,11.7,248.78,0.6
2004-12-09,0.2,0.2,0.0,0.0,0.2,11.3,248.83,0.6
2004-12-10,0.0,0.0,0.0,0.0,0.0,9.6,248.85,0.6
2004-12-11,0.0,0.0,0.0,0.0,0.0,11.05,248.87,0.6
2004-12-12,0.0,0.0,0.0,0.0,0.0,11.35,248.89,0.6
2004-12-13,0.2,0.0,0.0,0.0,0.0,9.7,248.89,0.6
2004-12-14,0.2,0.0,0.0,0.0,0.0,9.05,248.9,0.6
2004-12-15,0.4,0.0,0.2,0.0,0.0,7.1,248.91,0.6
2004-12-16,2.8,3.8,3.8,2.8,2.4,5.05,248.92,0.6
2004-12-17,4.2,3.6,4.8,3.6,7.8,5.95,248.95,0.6
2004-12-18,0.0,0.2,0.2,0.2,0.2,8.1,248.95,0.6
2004-12-19,1.4,2.0,0.8,1.8,2.4,5.25,248.95,0.6
2004-12-20,0.0,0.8,1.2,0.0,0.0,2.9,248.95,0.6
